nivel,n_presentados,con_giro,con_dictamen,llega_recinto,sancionado,pct_con_dictamen,pct_llega_recinto,pct_sancionado,trans_dictamen_dado_giro,trans_recinto_dado_dictamen,trans_sancion_dado_recinto
global,41339,41339,3231,1913,1325,7.82,4.63,3.21,7.82,59.21,69.26
